Review,Rating
"Movie is so good that I went back to theater next day for watch it again. I have never done this before, I have never watched any movie twice in theater.I just couldn't get enough of this film and it feels like I need to go watch it 3rd time. Visuals and sounds are stunning, cast is so good that I can't ask any better performance. The whole dune universe is magical, intriguing, captivating and thrilling. If you are fan of science fictions and good lore with deep detailed story behind it. This movie is a love letter for you.Absolutely AMAZING film!! This is my all time number 1 movie I have ever seen in my 40 years old age on this planet.",10.0
"Visually and musically stunning like the first movie with excellent action scenes. Casting superb for the most part. Aside from Walken as Emperor, which in my opinion was not a great cast. Nothing against Christopher as an actor, but he just doesn't seem all that well in that roll, but still good enough to get the job done. Also, I am not the biggest fan of Zendaya. Visually she's a good cast for Chani, but her constant angry face and little chemistry with Paul is distracting. Chalamet and Ferguson absolutely nailed the roles.My main issues with the movie are incomplete or reduxed storytelling and that the director decided not to include possiblly some of the most important and fascinating elements and scenes, at least for me, from the story.The werding way. I was disappointed, since the technology was available, that the directoror did not incorporate the (Bene Gesserit) werding way martial art of Paul and Jessica, where the moments were so fast that it almost appeared as teleportation. This should have been in the movie, to emphasize how incredibly skilled, mysterious and god-like Paul and Jessica would be to the fremen (and the viewer).Jessica's reverend mother transformation was not explained properly and seriously underperformed by the writing. The explanation of the magnitude and significance of what Reverend Mother is was not construed properly in the movie. Reverend mothers were seriously overpowered beings with strong powers and influence. The fact that there was another hidden reverend mother on Dune was not signified properly. The transformation in the book was much more poignant and there was very little explanation to Jessica's daughter Aliah, and the Abomination. Jessica's role was seriously deminished in the second movie.Kwisatz Haderach, I found the significance and explaition and the powers were inadequately explained and explored by the movie. As mentioned earlier, the significance of powers of Reverend Mothers. But it wasn't shown how much of a big deal the Kwisatz Haderach actually was and how much more powerful he was. His precience, past memories should have been more visually and nuanced.It felt like the director was too cautious or afraid to explore the more mysterious and transcedental parts of the story, which in my opinion are the core of the story. Without it feels almost pointless and like a different plot, where Paul just fights to free the Fremen and Jessica gets a nun spiritual job with the Fremen. While Paul is shown as a gifted fighter with some sort of special abilities, that don't look all that different to anyone else. Where in fact Paul's fighting when using weirding way would almost be incompreheble to the Fremen.In summary, the movie is a visual feast with a theatrical presence of a masterpiece, but fails capture the magnitude of the main characters and their abilities and in essence what the power struggle (not just for spice) is all about. Could have been a 10/10.",8.0
"Frank Herbert's Dune is widely considered to be some of the most challenging science fiction material to adapt to the big screen. In 2021, Villeneuve hit it out of the park with Dune - Part One. In Part Two, he outdoes himself in every way. From cinematography to music to choreography to acting and dialogue, this movie had a mountain to climb to prove itself, and it did.With Hans Zimmer composing the score, it should surprise no one how well it compliments the film. Greig Fraser (Dune - Part One, The Creator, The Batman) was at the helm of cinematography, and really took my breath away with the magnificent vistas, incredible use of colours and even infrared, and expert capture of motion and scale. Fraser explains that they shot in digital, transposed to 35mm, then back to digital. This seemed absurd to me, until he explained that digital appeared too crisp for audiences, and film too nostalgic. His method obtained the perfect balance. I can't fault him for that, because I agree.The real risk here is of course the adaptation. How to retain some of the richest and most beloved science fiction lore in existence and condense it into the 2 hours and 46 minutes runtime. Villeneuve took a huge risk by splitting the first book into two parts. Had studios not green-lit part two, we would have been left with half a book. Unsatisfying for everyone. Thankfully the gamble paid off, and he was able to tell the epic story across two movies bordering on three hours. Even this required a brisk pace, with many notable scenes omitted. Despite this, I think Villeneuve retained the heart and soul of the story. He created two movies which appeal to both general audiences, and fans alike. There is so much to love here that I can't imagine anyone walking away feeling unsatisfied with the price of entry.See this on the biggest screen you can find. Then see it again. The visuals and score demand it. You will not be disappointed.",10.0
"I just watched the pre-premiere of part two of Dune. It was a very good adaption of the books but not what totally what I expected. At the end the movie strayed away from the book which made me a bit sad to be honest. Especially the part (which is very important in the book-storyline) is the fact that the sister of Paul wasn't born yet when the film came to it's conclusion. Where in the book his little sister kills the Baron in the film Paul takes the honor of doing so. Also the fact that Chani is not supporting Paul for taking the hand of the Emperor's daughter, didn't have a child with him yet and actually goes her own way makes it hard to get a good start for the inevitable third movie that has to come. As a movie it was a great experience though. The action is great and the storytelling just as well. I personally wished that they sticked to the book till the end. Part one definitely did follow the book... part two also till the midst of the film. Still I strongly recommend to watch it... it is a must-see movie and ranks as one of my alltime favorites already.",9.0
"It was a visual spectacle and refreshingly it lived up to and beyond the hype.However, for me there was a niggling itch through the movie. Something about Chani's character that bothered me and only grew as the movie progressed.I googled to see if others shared this feeling, all I could find was praise for the character. However there was consensus that she was written very different from the book.I finally found an article that helped describe the disconnect I felt with ChaniThe following is not my writing and all credit is given to Kara Kennedy - "" ...Herbert's novel Dune, Chani has a range of roles and avenues of strength, influence, and power. She becomes Paul's love but begins as the young woman who introduces him to a foreign desert land in his visions and the one who guides him as he integrates into the Fremen community. She is a fierce young fighter as well as a religious leader in her role as Sayyadina, standing apart from Paul to oversee the cultural rites. She is a young mother who finally wins the approval of her child's Bene Gesserit grandmother, Jessica, and saves Paul from a long coma. She is wise enough to understand the political necessities of Paul legally marrying a princess and trusted by him to negotiate the marriage contract.Chani's attachment to Paul is an important part of the story, but it does not reduce her to being a simple, one-dimensional female character. Chani is an essential window into Fremen culture. Her multi-faceted character challenges stereotypes about women of faith and women in non-Western cultures that continue to be debated about in the real world.Meanwhile, the films-Dune: Part One and especially Dune: Part Two-make substantial changes to Chani's character in the name of making her more independent, which end up making her more stereotypically masculine. She is mainly a fighter who has a fling with Paul. She is not a mother and not a religious figure, instead rejecting any association with religious beliefs or practices. She is almost a second Jamis except that she has a brief romantic entanglement with Paul.Chani's disavowal of the religious elements in her culture arguably represents a contemporary, Western, cynical view taking over the story; that religion must be purged to empower the individual, to free women from their shackles. This change in Chani's character appears to be intended to make her more free and complex, because she's not a follower and she doesn't believe. She can be dismissive of Paul and sees little to learn from him. Their relationship is then not a mutual exchange, a partnership, but something she has to turn aside from to be independent.The underlying message is that if Chani were a woman of faith like in the book, she couldn't be an interesting, complex character, just a follower who's oppressed. The takeaway is that the Fremen's religious system is bad because it was influenced by outsiders. That faith makes people weak and that being a fighter and killer is preferable to being like the women who live in the sietches, wear headscarves, and discuss religious ideas, or who carry the tribe's ancestors in their bodies.Chani may also reflect a deeper fear in the increasingly secular West about the power of religion in the 21st century. It is possible that the idea in Dune of an oppressed group militarily united under a religious banner, drawing strength from a belief in something greater than themselves, is still too much to put on screen in an adaptation, especially given the book's Middle Eastern influences. If viewers need to be reassured that not everyone believes, that there is division, that someone is the rational one to turn away from the 'fundamentalists,' then Chani offers this. She is the contrasting perspective, the voice of so-called reason, who questions the religious indoctrination.But ultimately, the considerable changes made to Chani's character for Denis Villeneuve's film adaptations alienate her from her lover and her culture and strip her of the many roles she has in the book. Any complexity gained by her skepticism is offset by the loss of her influence and authority and her place in her community. Chani's depiction in the films worryingly suggests that the price of being an independent woman means being faithless and alone.""",9.0
"Like the first part, the second part is visually stunning, though having read the book twice, I regret to say that unlike the David Lynch version from the eighties, De Villeneuve almost deliberately destresses the mystical/mythical core of the story. This makes for a impressive viewing that somehow left me unsatisfied. In De Villeneuve's hands the story becomes one of political grandstanding which is but part of what the book is about, both in relation to the hidden ways of the Fremen and the natures and missions of Paul and his mother. In the same vein, in the second part those scenes where Paul Atreides becomes the Kwizatz Haderach are rather weak and not very convincing.Having left this essence out of the movies, they become a bit of an emptied out visual experience. A kind of secular, profane Dune. Still nice, but also a bit disappointing.",6.0
"Dune was written in 1965, and it stood the test of time. By making a movie named Dune, why dont u stick by source material? What is this irresistible urge to alter a perfect story with ur mediocre ideasI will come to straight to point.1) U ruined the character of Paul. He is a prophet figure, who never wanted war, but he was forced to choose that way because it was the only way. Yet in the final scenes, he ""ordered"" his men to go and fight. He never did anything like this in the books. ""Take them to Paradise""?? Wtf!2) It was the sister Alia, who despite being child came to Throne Room, killed Baron, threatened Reverend Mother, laughed at Emperor. She achieved many more feats. But she wasn't even born in this movie. Wtf!3) How long is Paul's mother going to be pregnant? How ridiculous this is? Paul was exiled, and then he formed an army, and conquered a planet, yet his mother is still pregnant? Wtf!4) I was most upset by Chani. The book Chani, I love her. She supported Paul the most, She loved Paul so much, She was Paul's everything. They also had a son by this time. Paul married Princess Irulan, but never touched her. Chani understood it was a political marriage, it was to save her planet. Chani in the books is so intelligent, calm, brave and she respects Paul.In the movie, Chani is only making faces on everything Paul is doing.. When every Fremen is supporting Paul, his own wife which is supposed to support him, is against him.. When he ascended to power in the caves infront of all Fremen, she is the only one defying him! Wtf is this character assassination? The ending actually made me like wtf did I watch? My Gf asked me if Chani is going to be against Paul in the next movie, and my only reply was that they assassinated her character.. I need to calm down. Deep Breaths....5) Where is the spice guild? Spice Guild, Emperor and Great Houses, they form the whole power system, each holding 1/3rd of the power. They were shown in the 1st movie when they didn't deviate from books. They had a major role in the throne room negotiations, but Wow! They weren't even in the movie itself!! Wtf!There are some good things also.As I already mentioned, Dune 1 was very good. I recommended that movie to many many people. First half of Dune 2 was also good. Cinematography, Music, the Grandness. But they ruined the second half, especially the ending when it ended on the face of very very angry Chani.They did same with Witcher, with Game of Thrones, they ruined MCU too. Why cant they respect the original writer who thought all this, & the original story (which made it famous in the first place). Why cant hollywood stick to the source material with minor tweaking, rather than completely messing with it in the wrong way? The way things are looking, Dune 3 is going to be further away from the books.",2.0
"I did enjoy the movie, but I saying it's as good as Dark Knight will be a huge overstatement.Enough good things have already been said about this movie, so I'll just point out the negatives:1. All viallians feel quite weak, bland, and never seem to pose any real threat. Bautista's character is a joke, Baron isn't threatening, and the new villian (being called as good as joker by some people) also feels very generic. The *new abilities* that Paul gets also feel too convenient and easy to get.2. Characters change a lot instantly, Jessica suddenly becomes this completely different character, and same goes with Paul.3. I can see how it may have to be rushed in the movie format, but the pacing could've been better.4. Paul is the prophesied prophet, and... That just happens with no surprises etc. In some ways, I think that was for the better, as it avoids the overdone struggling hero cliche, but I was prepared to feel tense for Paul, but never really felt that there was a reason to feel tense.Overall, it's a solid 8/10, it is a technical masterpiece if you look at cinematography etc., but as a movie overall, it's just another 'good watch' which is well worth its time, and that's completely fine.",8.0
"And shouldn't even be called Dune. This visual vomit deserves a zero rating for massively disrespecting the source material. What a messed up garbage and a waste of time!Important events and characters changed for no reason, heavily reducing the quality. Politics, manipulations, tactics, techniques, weapons, the training of the Fremen, the Spacing Guild are all left out of this heartless and soulless abomination.Paul's ability is rarely showed and his ascendancy is poorly portrayed.Most characters are butchered and a pale imitations of themselves.Also, there is zero chemistry between the two ""lovers"".This film is disappointing and very FAR from a masterpiece.",8.269815418023887
"I couldn't see Christopher Walken as embodying a character in this. I only saw Christopher Walken as Christopher Walken.And I might be the only person on Earth who finds Florence Pugh to be the epitome and definition of BLAND. They could have hired someone they found walking at a random mall to play Irulan.Also the movie feels like an episode more than the conclusion of a two-part movie. I can only assume that is to set up a continuation of the Dune novels. So if the pacing and climax and ending all feel wonky to you, that is the best explanation I can give to you in your time of cinematic need.Otherwise, the film is entertaining for its length. Lots of good cinematography, music, etc.",8.0
"Denis Villeneuve obviously takes Dune very seriously. As it peaks up right where Part One left off, we remain with 1.5 acts that's left of what I refer to as the Dune Duo. A Part 3 is of course necessary but until we get one, it's a duo. And then it fits perfectly: Part One is 1.5 acts of the story and we're left with a dazzling display of intensity.Hans Zimmer continues what he many times referred to as a project that is really close to him, and it shows. After releasing additional 2 albums full of almost 4 hours of music besides the official Dune Part One soundtrack, he continues his quest for the true soul of Dune (in my opinion) - the music.Which leads me to my next point: you HAVE TO watch it in IMAX. It will blow you away. My popcorn box was literally vibrated by the bass, and some parts of the film were so visually stunning that I was quite literally jaw dropped.Without giving anything away, Dune Part 2 is just magnificent.",10.0
"I have said that Denis Villeneuve is a master of putting grand spectacle on screen. Dune: Part 2 was an outsized enhancement of its predecessor. Seeing it in IMAX helped bring the massive landscape of this film into scope for the viewer.Greig Fraser is a master cinematographer. The camera work, coupled with the special effects, have created a world that evokes a visceral feeling of realism.The stunning visuals were accompanied with a beautiful score to guide emotions and
tactful sound design that was vociferous in nature but also withdrawn when it needed to be. Believable choreography & acting to boot.A star-studded cast that never outshines their characters - only once I kind of got taken out of the movie by a character and it was because of weird line delivery. The story was drawn out but never felt like it was dragging.A fantastic experience with a crowd & another cinematic achievement to add to Denis' filmography that will surely bring him more awards.P.s. Javier Bardem was having a TIME with his role & Austin Butler showed off his range as an actor. Also, loved the surprise cameo from an actress who is starring in another big movie this year!P.s.s. Can I make ""ride the worm"" a commonly used phrase without it being misconstrued as dirty?This is a clear early 2025 Oscar candidate for Best Visual Effects, Best Sound Design, Best Editing, Best Picture, Best Director, Best Cinematography, Best Production Design, Best Costume Design, and Best Score....potential in acting categories as well...",10.0
"Great movies should always leave you with a feeling during or after seeing them.While this movie is being hailed as a masterpiece by many, I felt that it didn't give me the feeling of chills that Dune part 1 made feel multiple times.Those who say that it is the greatest sci-fi movie ever made should be arrested at once.This movie had all the ingredients to actually be a modern day masterpiece but it feels like Dennis was a bit restraint to go all the way, as if he could not dare to be free and do things he could have done with the story and action.That being said, Dune part 2 is an amazing movie and I will see it again.However. While I've seen the part 1 more than 6 times, I don't think part 2 will have that effect on me.Time will tell.",8.0
"It is probably impossible to create a good Dune movie, as the book(s) are really complex in many ways. With that said, the first movie captured the essence of Dune as well as you could and kept true to the plot for the most part.This second movie, however, kills some characters and dynamics. Why is Stilgar only a comedic relief? Why did they decide to leave Alia, one of the most important characters in the books, out of the movie? Why is the relationship between Chani and Paul so shallow? They even left out that they had a son that died. The ending scene is underwhelming and is not in line with Paul from the books.If you're willing to ignore these issues, or you have never read the books at all, this is still a GREAT movie, but the authentic Dune experience still remains Frank Herbert's book.",8.0
"Just got out of the early access screening, and all I can say is wow. Truly blew my mind, from start to finish, the film keeps the foot on the gas peddle and doesn't allow you to breath even for a second.The arena has got to be one of my favourite scenes in any movie, the cinematography, colour, score and performance by Butler is truly a sight to behold.Outstanding performances by Timothe and Butler, with Timothe showing his range throughout the course of the movie, morphing into the thing he tries to avoid the most, and Butler playing the psychopath amazingly well. One you want to see in IMAX, memorable experience.",10.0
"It seems that many movies have become increasingly longer and longer and we groan and bemoan this fact. But Dune Part II left me wanting more. I would love to see an extended edition of this film. It is a film that is visually and sonically stunning. Go and see it on the biggest screen as possible. Fans of the book may find elements of this adaptation frustrating as it does take a few major deviations from the book. Yet the film captures the very essence of the novel and brings to life the wild fanaticism of the Fremon people, whose long awaited messiah emerges. This is among some of the most compelling and invigorating storytelling ever brought to life on the big screen. Does it surpass Dune Part One? Yes. What about Star Wars or Empire Strikes Back. I don't think so but let me go and watch it again and again before I make such an assessment. I am already considering a second and third viewing of this movie. Maybe even a fourth. Go and Watch this movie. It is mesmerizing.",9.0
"The biggest problem with this movie is one that has crept into Hollywood over the last decade and no-one seems to really acknowledge... the actors mumble their lines in such low tones you have to turn the volume up full blast then when the character yells the audience feels the actor is more powerful then he/she really is but in reality they are boring and wooden. Not to mention your ears fall off when their is a sudden explosion during the mumbling. Gone are the days when actors were given roles based on talent and could actually talk in a normal clear tone, like George Clooney.Overall the movie itself looks amazing and helps people overlook the boring as crap first 2 hours. All the high ratings and reviews on here are fans of the book and fans of visuals but clearly don't go to movies to be entertained. Between the acting of Zendaya, Dave Bautista, Austin Butler and Florence Pugh this movie should pick up a few razzie awards for bad acting, assuming people realise an empty blank look on your face does not involve any acting.It's time critics and social media reviewers took their heads out of their lower back region and stopped blowing up average movies in an attempt to turn them into classics that they clearly are not.",6.0
"Both films are pretty consistent in the sense of, they both look amazing. The sound and score is top tier (Hans Zimmer). The action sequences ARE good when they actually happen (which is not very often.) The actors are all good actors. But they're both just straight up boring films to the core.I don't understand how people write reviews calling it 'masterpiece' or 'the peak of film making.' I just don't believe they could actually be entertained by the straight up DEAD story and DEAD dialogue for what seemed for the whole movie. The only piece of dialogue I actually remember being somewhat entertaining was when Timothy Chalamet said to Josh Brolin 'I recognise your footsteps.' I'm not missing anything, I'm sure. It was just...nothing. I couldn't wait for it to end.It just seems to me people are lying because they want to 'seem' smart because this was an acclaimed novel and had been made into a movie before in the past. Or they're just Timothy Chalamet groupies (I'm a big fan of him as an actor in his other work) and just want him to do well. I refuse to believe anyone found the plot of this movie good (thus making it entertaining) and it's not like it made up for the lack of story with amazing story telling through action like Mad Max Fury Road did. Can anyone think of any other reasons why people would really rate this movie even close to a 10/10?",3.0
"If this movie wasn't 3 hours long... if it were say, 2 hours, I'd probably give it a solid 8. A lot went into this film. And I could write a review full of things I liked. But given all the 10 of 10 ratings (making it possibly the most overrated Hollywood film this century) I just have to state the minuses.Dune: part 2 was full of long dialogue heavy scenes and too many characters and too much ""worship"" of Timothée Chalamet's character Paul. We get it.. he's the ""chosen one."" It just came off as cliché. And Zendaya is cool, but she's not the caliber of actor that can hold a movie for 3 hours. She had RBF the entire movie.Also the build up to the bad guys dying over the last two films was a big let down. The ""uncle"" character (Baron) was awful for 2 films and he gets killed in 2 seconds. Same with his ""nephew"" (Glossu). All this time spent with them and they just fall over and die. And Christopher Walken was terribly miscast in this as the emperor. Weak character.And the sandworms. They were cool the first 5 times. But for the amount of screen time they get and they never change... it gets old after awhile.It's a good film to revisit to fall asleep too. But it other than a cool soundtrack and some great cinematography and costume design, this film doesn't really do much. Dune has proven a very difficult story to capture on film and no one has done it right yet.",8.269815418023887
"I just got home from seeing the movie. As a huge fan of the Dune universe and having read the original books many times (and even many of the Brian Herbert books) I was very happy with this movie except for several plot holes, one of which I believe is insurmountable.Alia (Paul's sister) is supposed to kill Baron Harkonen and become St. Alia of the Knife. In this version she wasn't even born yet! Chani & Paul were also supposed to have a child together but that wasn't as important as Alia's story line. There were also some more minor plot deviations but for the life of me I don't know how they make Dune Messiah or Children of Dune without St. Alia. I guess we'll see. For non Duneheads it's definitely an excellent movie.",9.0
"Before you call Dune Part II 'the best Sci-fi movie' or even just a 'masterpiece' try and consider the 5 bullet points I've made below - you might even end up agreeing with some of them ;)Beforhand let me just point out that the movie was extraordinary beautifully filmed with goosebumpy music added to a dozen of memorable shots, hence the good rating. So yeah, it is a great movie with great acting. It's actually a really good movie. But that has been pointed out by a LOT of people already. Let me tell why this isn't in the 10/10 league.1. The major problem: Pacing. 2 parts of the movie, which could have been legendary, ended up being rushed: The battle of the Sardaukar and Fremen and Paul's first time riding the Worm-metro.You don't have to be a criticizer of the movie to admit, that the last fight with Fremen and Sardaukar was so shy of what it could have been. The fremen just sweeps away the emperor's army (I mean come on) in around 10 minutes of screentime. This is what the whole movie leads up to. 10 minutes. And not 10 nail-bittering minutes with an epic battle. Just 10 minutes of one side slaughtering the other. I get that they took them by surprise, but please. It would have added film value to get a tense fight, where you actually wonder whether or not they will succeed. Instead of getting a edge-of-your-seat moment, we got the predictable outcome. It feels like Denis was told to compress the last 1/3 of the film - making it as anticlimactic as possible.The sandworm-ride did make a good scene, but you don't actually see any training whatsoever. So instead of getting psyched up by him succeeding, you end up thinking; could he do this all the time?2. Paul's metamorphose to become the chosen one - or rather the absence of it. Why can't this guy admit that there might be something to the prophecy. I get that his humility is what makes him adequate for the part, but because of his continuing denial of the prophecy, we as audience too lose faith in him as the Kwisatz Haderach. Which, just like the incident of him learning to sandworm-ride, makes an unfulfilling, anticlimactic and awkward transition.3. The weak villains. I was expecting a lot from the villain-side, after Dune 1 where the emperor and baron felt clever and sly. Feyd had a great portrayal in the movie though, but the rest of them seemed frivolous. Seriously, how did the emperor manage to keep his throne for that long, with an army, that with a little surprise, breaks like glass. And Rabban is apparently just a joke despite him actually being sort of scary in Dune 1.In general the Harkonnens seem off by a lot! They get toyed around on multiple occasions, and we in the audience never actually see them as a threat due to their weak portrayal. (We mostly see them kill poor employees)4. Chani and Paul had zero romance. Sorry, but it's true. I want to see them as this meant-to-be couple, but we literally only see them bonding a couple of times. I made the assumption that Chani must be bi-polar; the girl is crazy careful and suspicious of other people several times in the movie, but starts a relationship with Paul based on 2-3 scenes with interaction. People on Tinder tend to talk more with each other before jumping into bed than these two.5. The political aspect - or once again the absence of the same. We hear about these other houses as dangerous and powerful, but where are they? As a viewer who hasn't read the books, I do not have the slightest idea of what these other houses are capable of. This is probably the main reason of the incomplexity of the plot. We don't any political reflections or responses, despite the fact that it must mean a great deal! Without the tangled political game (which I guess is pretty damn important in a world run by houses) the plot becomes predictable on a level which compares to most superhero-movies.Imagine that we had seen the other houses and their beautiful planets. Now THAT would be sci-fi in its glory!!Consider that I had so much against the storytelling (which is the fundamental part of a film) yet still gave it 8/10. I'm surely also going to see it in theaters at least one more time. That goes to show how brilliant the cinematography actually was! Worth watching, not praising.",8.0
"*NON-SPOILER REVIEW*Wow! This is just beyond. Beyond my imagination. Beyond what I was expecting. Beyond all previous iterations of this story put to film. Such an epic! Can't wait for more of this Saga 😊😉I was quite surprised they didn't do a weird time jump. I loved the fan intro before the film and they called it a saga, so...I'm expecting they are making more, but I heard recently, this is the last Dune film from this director sadly. I hope they take this like they did Harry Potter and keep the same style and fluidity.This film definitely had more action that the first film. They got up close and in person with it, which worked really well.Great character development which wasn't rushed. The love story played well and I'd expect they add a little more if they do a director's cut or something.Cinematography was epic like the previous film 🎥Acting was great and it was nice to see the diversity in actors.The whole design of the film with all its visuals, costumes, sound design, stunts and choreography, set design, etc., etc., were fantastic.The ""Narrating"" was done properly and not distracting.I'm honestly not sure how they can top this one.P. S.> Even though it was a long film, I didn't see one person get up to go to the bathroom. There was always something on screen worth watching.Rating: 9.5-9.7/10.",10.0
"When I first watched Dune two years ago I couldn't get enough of the story or the surrounding lore. I read the first book soon after as to immerse myself in knowing what would happen next and to have a better knowledge of the universe. At the time in my mind the first part missed out on some things that I felt were important in establishing the overall story, however after watching the second part I understand what Denis Villeneuve's vision cinematically needed to go a slightly different direction. The battles in the second part were epic and all of the added stuff of Paul training was a fun experience. I'm sad to see the whole story arc of Thufir Hawat as well as Paul's child and his bizarre sister being dropped, but I understand that when it comes to adapting a novel to the big screen that some things aren't as necessary/needed to build for future installments. I loved this movie, it was such a great sequel and is helping further the vision of Frank Herbert.",10.0
"Austin Butler sheds his Elvis accent while Timothee Chalamet continues to sharpen his jawline as the Fremen's messiah.Dune: Part Two is an absolute sci-fi masterpiece. Director Denis Villeneuve expertly builds upon the solid foundation laid by the first film injecting politics, religion, and romance.The acting here is fantastic with standouts being Austin Butler, who is psychotic and creepy as Feyd-Rautha, along with Rebecca Ferguson, who takes on something totally different than the last film's characterization of Lady Jessica.Greig Fraser is also a standout as the cinematographer along with the entire vfx team. This group is incredibly talented, using a very limited color palette to create stunningly realistic sandworms, spaceships, and otherworldly armies.The sound mixing department and Hans Zimmer's score also work hand in hand to create an oddly pleasing yet deafening IMAX theater experience. This film is so loud and grand.I also respect how Denis Villeneuve is sticking to his guns that he had while filming Sicario: he doesn't want to glorify the violence as he wants to show its effects on its victims. While the film is visually stunning, the violence is what it is. It's brutal and not over the top.Overall, Dune showcases the best sci-fi has to offer with a great adaptation of Frank Herbert's space drama created with top tier acting and production.",9.0
"I had the joy of watching this movie early, and was nothing short of amazed. Simply put this movie is one of the best crafted, and most impressive films I have ever seen. The casting is spectacular, and the massive character arcs that are displayed masterfully are as well. The camera angles are creative and unique, showcasing multiple landscapes in fascinating new ways (even surpassing the quality of Dune part One). This movie gave me the chills often and was reminiscent of the original three Star Wars movies in a way. Both franchises paved the way for something entirely new, and showcase revolutionary film techniques that are sure to dazzle and inspire audiences for years to come. This movie was one of the best I have ever seen and I highly recommend it to anyone who is willing to sit through a three hour long movie.",10.0
"Movie is so good that I went back to theater next day for watch it again. I have never done this before, I have never watched any movie twice in theater.I just couldn't get enough of this film and it feels like I need to go watch it 3rd time. Visuals and sounds are stunning, cast is so good that I can't ask any better performance. The whole dune universe is magical, intriguing, captivating and thrilling. If you are fan of science fictions and good lore with deep detailed story behind it. This movie is a love letter for you.Absolutely AMAZING film!! This is my all time number 1 movie I have ever seen in my 40 years old age on this planet.",10.0
"Visually and musically stunning like the first movie with excellent action scenes. Casting superb for the most part. Aside from Walken as Emperor, which in my opinion was not a great cast. Nothing against Christopher as an actor, but he just doesn't seem all that well in that roll, but still good enough to get the job done. Also, I am not the biggest fan of Zendaya. Visually she's a good cast for Chani, but her constant angry face and little chemistry with Paul is distracting. Chalamet and Ferguson absolutely nailed the roles.My main issues with the movie are incomplete or reduxed storytelling and that the director decided not to include possiblly some of the most important and fascinating elements and scenes, at least for me, from the story.The werding way. I was disappointed, since the technology was available, that the directoror did not incorporate the (Bene Gesserit) werding way martial art of Paul and Jessica, where the moments were so fast that it almost appeared as teleportation. This should have been in the movie, to emphasize how incredibly skilled, mysterious and god-like Paul and Jessica would be to the fremen (and the viewer).Jessica's reverend mother transformation was not explained properly and seriously underperformed by the writing. The explanation of the magnitude and significance of what Reverend Mother is was not construed properly in the movie. Reverend mothers were seriously overpowered beings with strong powers and influence. The fact that there was another hidden reverend mother on Dune was not signified properly. The transformation in the book was much more poignant and there was very little explanation to Jessica's daughter Aliah, and the Abomination. Jessica's role was seriously deminished in the second movie.Kwisatz Haderach, I found the significance and explaition and the powers were inadequately explained and explored by the movie. As mentioned earlier, the significance of powers of Reverend Mothers. But it wasn't shown how much of a big deal the Kwisatz Haderach actually was and how much more powerful he was. His precience, past memories should have been more visually and nuanced.It felt like the director was too cautious or afraid to explore the more mysterious and transcedental parts of the story, which in my opinion are the core of the story. Without it feels almost pointless and like a different plot, where Paul just fights to free the Fremen and Jessica gets a nun spiritual job with the Fremen. While Paul is shown as a gifted fighter with some sort of special abilities, that don't look all that different to anyone else. Where in fact Paul's fighting when using weirding way would almost be incompreheble to the Fremen.In summary, the movie is a visual feast with a theatrical presence of a masterpiece, but fails capture the magnitude of the main characters and their abilities and in essence what the power struggle (not just for spice) is all about. Could have been a 10/10.",8.0
"Frank Herbert's Dune is widely considered to be some of the most challenging science fiction material to adapt to the big screen. In 2021, Villeneuve hit it out of the park with Dune - Part One. In Part Two, he outdoes himself in every way. From cinematography to music to choreography to acting and dialogue, this movie had a mountain to climb to prove itself, and it did.With Hans Zimmer composing the score, it should surprise no one how well it compliments the film. Greig Fraser (Dune - Part One, The Creator, The Batman) was at the helm of cinematography, and really took my breath away with the magnificent vistas, incredible use of colours and even infrared, and expert capture of motion and scale. Fraser explains that they shot in digital, transposed to 35mm, then back to digital. This seemed absurd to me, until he explained that digital appeared too crisp for audiences, and film too nostalgic. His method obtained the perfect balance. I can't fault him for that, because I agree.The real risk here is of course the adaptation. How to retain some of the richest and most beloved science fiction lore in existence and condense it into the 2 hours and 46 minutes runtime. Villeneuve took a huge risk by splitting the first book into two parts. Had studios not green-lit part two, we would have been left with half a book. Unsatisfying for everyone. Thankfully the gamble paid off, and he was able to tell the epic story across two movies bordering on three hours. Even this required a brisk pace, with many notable scenes omitted. Despite this, I think Villeneuve retained the heart and soul of the story. He created two movies which appeal to both general audiences, and fans alike. There is so much to love here that I can't imagine anyone walking away feeling unsatisfied with the price of entry.See this on the biggest screen you can find. Then see it again. The visuals and score demand it. You will not be disappointed.",10.0
"I just watched the pre-premiere of part two of Dune. It was a very good adaption of the books but not what totally what I expected. At the end the movie strayed away from the book which made me a bit sad to be honest. Especially the part (which is very important in the book-storyline) is the fact that the sister of Paul wasn't born yet when the film came to it's conclusion. Where in the book his little sister kills the Baron in the film Paul takes the honor of doing so. Also the fact that Chani is not supporting Paul for taking the hand of the Emperor's daughter, didn't have a child with him yet and actually goes her own way makes it hard to get a good start for the inevitable third movie that has to come. As a movie it was a great experience though. The action is great and the storytelling just as well. I personally wished that they sticked to the book till the end. Part one definitely did follow the book... part two also till the midst of the film. Still I strongly recommend to watch it... it is a must-see movie and ranks as one of my alltime favorites already.",9.0
